sweep_name,economic_split,pool_committed_split,pool_ideology_strength,pool_max_loss_pct,outcome,total_reorgs,reorg_mass,cascade_time_s,econ_lag_s,duration,scenario_id,contentiousness,sp_pools,sp_economic,z_joint,surprise
lhs_2016_6param,0.3266,0.2353,0.6421,0.224,v26_dominant,8,858,,,13000,sweep_0085,0.08415968063872256,0.0024506800637176815,0.0,0.08312436693496726,0.0030478934542821296
lhs_2016_6param,0.4034,0.1822,0.6195,0.2855,v26_dominant,8,1126,,,13000,sweep_0097,0.09378842315369262,0.0,0.0,0.08990359545361624,0.0005993573030241121
lhs_2016_6param,0.7078,0.2178,0.5027,0.1029,v26_dominant,8,620,,,13000,sweep_0102,0.07560878243512975,0.01470408038230608,0.0403467165938562,0.12752777398695192,0.010202221918956148
lhs_2016_6param,0.5275,0.2289,0.5852,0.277,v26_dominant,8,1126,,,13000,sweep_0109,0.09378842315369262,0.002450680063717681,0.0007627765064835993,0.09311705202381752,0.0006207803468254541
lhs_2016_6param,0.4383,0.1748,0.7965,0.3238,v26_dominant,8,984,,,13000,sweep_0127,0.08868662674650699,0.026957480700894494,0.0,0.11197060220415228,0.0
lhs_2016_6param,0.6842,0.2235,0.7068,0.3733,v26_dominant,8,656,,,13000,sweep_0128,0.07690219560878243,0.022056120573459133,0.07663823590597048,0.1724111719565073,0.0017241117195650744
lhs_2016_full_parameter,0.3486,0.215,0.7152,0.1905,v26_dominant,8,1126,,,13000,sweep_0000,0.09378842315369262,0.0,0.0,0.08990359545361624,0.0008990359545361633
lhs_2016_full_parameter,0.6456,0.1555,0.7299,0.3724,v26_dominant,8,1060,,,13000,sweep_0005,0.09141716566866268,0.3430952089204754,0.03634699396713125,0.4670727611530281,0.0809592785998582
lhs_2016_full_parameter,0.4004,0.1785,0.3879,0.2033,v26_dominant,8,1126,,,13000,sweep_0007,0.09378842315369262,0.0,0.0,0.08990359545361624,0.012586503363506276
lhs_2016_full_parameter,0.5526,0.2319,0.5065,0.2464,v26_dominant,8,1126,,,13000,sweep_0015,0.09378842315369262,0.004901360127435362,0.001458983426946813,0.09626393900799841,0.0
lhs_2016_full_parameter,0.4279,0.1624,0.6863,0.3892,v26_dominant,8,1126,,,13000,sweep_0016,0.09378842315369262,0.13968876363190783,0.0,0.22959235908552406,0.004591847181710485
